Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Title,Deck,FamilySize
1,3,0,25.0,0,0,8.1125,S,Mr,U,1
1,1,0,4.0,0,2,81.8583,S,Master,A,3
1,2,1,13.0,0,1,19.5,S,Miss,U,2
1,1,0,34.0,0,0,26.55,S,Mr,U,1
1,3,1,5.0,2,1,19.2583,C,Miss,U,4
1,1,0,52.0,0,0,30.5,S,Rare,C,1
0,2,0,36.0,1,2,27.75,S,Mr,U,4
0,3,0,25.0,1,0,19.9667,S,Mr,U,2
0,1,0,30.0,0,0,27.75,C,Mr,C,1
1,1,0,49.0,1,0,89.1042,C,Mr,C,2
0,3,0,25.0,0,0,8.05,S,Mr,U,1
1,3,0,29.0,0,0,7.8958,C,Mr,U,1
0,1,0,65.0,0,0,26.55,S,Mr,E,1
1,1,1,35.0,1,0,51.8625,S,Mrs,D,2
1,2,1,50.0,0,0,10.5,S,Miss,U,1
0,3,0,25.0,0,0,7.75,Q,Mr,U,1
1,1,0,48.0,0,0,26.55,S,Mr,E,1
0,3,0,34.0,0,0,8.05,S,Mr,U,1
0,1,0,47.0,0,0,38.5,S,Mr,E,1
0,2,0,48.0,0,0,13.0,S,Mr,U,1
0,3,0,25.0,0,0,8.05,S,Mr,U,1
0,3,0,38.0,0,0,7.05,S,Mr,U,1
0,2,0,30.0,0,0,14.25,S,Mr,U,1
0,1,0,56.0,0,0,26.55,S,Mr,U,1
0,3,0,25.0,0,0,7.725,Q,Mr,U,1
1,3,1,0.75,2,1,19.2583,C,Miss,U,4
0,3,0,25.0,0,0,7.25,S,Mr,U,1
0,3,0,38.0,0,0,8.6625,S,Mr,U,1
1,2,1,33.0,1,2,27.75,S,Mrs,U,4
1,2,1,23.0,0,0,13.7917,C,Mrs,D,1
0,3,1,22.0,0,0,9.8375,S,Miss,U,1
0,1,0,40.0,0,0,52.0,S,Mr,A,1
0,2,0,34.0,1,0,21.0,S,Mr,U,2
0,3,0,29.0,1,0,7.0458,S,Mr,U,2
0,3,0,22.0,0,0,7.5208,S,Mr,U,1
1,3,1,2.0,0,1,12.2875,S,Miss,U,2
0,3,0,9.0,5,2,46.9,S,Master,U,8
0,2,0,30.0,0,0,14.25,S,Mr,U,1
0,3,0,50.0,0,0,8.05,S,Mr,U,1
1,3,1,63.0,0,0,9.5875,S,Mrs,U,1
1,1,0,25.0,1,0,91.0792,C,Mr,B,2
0,3,1,21.5,3,1,25.4667,S,Miss,U,5
1,1,1,35.0,1,0,90.0,S,Mrs,C,2
0,1,0,58.0,0,0,29.7,C,Mr,B,1
0,3,0,30.0,0,0,8.05,S,Mr,U,1
1,3,0,9.0,1,1,15.9,S,Master,U,3
0,3,0,25.0,1,0,19.9667,S,Mr,U,2
0,3,0,21.0,0,0,7.25,S,Mr,U,1
0,1,0,55.0,0,0,30.5,S,Mr,C,1
0,1,0,71.0,0,0,49.5042,C,Mr,U,1
0,3,0,21.0,0,0,8.05,S,Mr,U,1
0,3,0,25.0,0,0,14.4583,C,Mr,U,1
1,1,1,54.0,1,0,78.2667,C,Miss,D,2
0,3,0,25.0,0,0,15.1,S,Mr,U,1
0,1,1,25.0,1,2,151.55,S,Mrs,C,4
0,3,0,24.0,0,0,7.7958,S,Mr,U,1
0,3,0,17.0,0,0,8.6625,S,Mr,U,1
0,3,1,21.0,0,0,7.75,Q,Miss,U,1
0,3,1,21.5,0,0,7.6292,Q,Miss,U,1
0,3,1,37.0,0,0,9.5875,S,Miss,U,1
1,1,1,16.0,0,0,86.5,S,Miss,B,1
0,1,0,18.0,1,0,108.9,C,Mr,C,2
1,2,1,33.0,0,2,26.0,S,Mrs,U,3
1,1,0,40.0,0,0,26.55,S,Mr,U,1
0,3,0,28.0,0,0,22.525,S,Mr,U,1
1,3,0,26.0,0,0,56.4958,S,Mr,U,1
1,3,0,29.0,0,0,7.75,Q,Mr,U,1
0,3,0,25.0,0,0,8.05,S,Mr,U,1
1,1,0,36.0,0,0,26.2875,S,Mr,E,1
1,1,1,54.0,1,0,59.4,C,Mrs,U,2
0,3,0,24.0,0,0,7.4958,S,Mr,U,1
0,1,0,47.0,0,0,34.0208,S,Mr,D,1
1,2,1,34.0,0,0,10.5,S,Mrs,F,1
0,3,0,25.0,0,0,24.15,Q,Mr,U,1
1,2,1,36.0,1,0,26.0,S,Mrs,U,2
0,3,0,32.0,0,0,7.8958,S,Mr,U,1
1,1,1,30.0,0,0,93.5,S,Miss,B,1
0,3,0,22.0,0,0,7.8958,S,Mr,U,1
0,3,0,25.0,0,0,7.225,C,Mr,U,1
1,1,1,44.0,0,1,57.9792,C,Mrs,B,2
0,3,0,25.0,0,0,7.2292,C,Mr,U,1
0,3,0,40.5,0,0,7.75,Q,Mr,U,1
1,2,1,50.0,0,0,10.5,S,Miss,U,1
0,1,0,40.0,0,0,221.7792,S,Mr,C,1
0,3,0,39.0,0,0,7.925,S,Mr,U,1
0,2,0,23.0,2,1,11.5,S,Mr,U,4
1,2,1,2.0,1,1,26.0,S,Miss,U,3
0,3,0,25.0,0,0,7.2292,C,Mr,U,1
0,3,0,17.0,1,1,7.2292,C,Mr,U,3
1,3,1,21.5,0,2,22.3583,C,Mrs,U,3
0,3,1,30.0,0,0,8.6625,S,Miss,U,1
1,2,1,7.0,0,2,26.25,S,Miss,U,3
0,1,0,45.0,0,0,26.55,S,Rare,B,1
1,1,1,30.0,0,0,106.425,C,Miss,U,1
0,3,0,25.0,0,0,14.5,S,Mr,U,1
1,1,1,22.0,0,2,49.5,C,Miss,B,3
1,1,1,36.0,0,2,71.0,S,Miss,B,3
0,3,1,9.0,4,2,31.275,S,Miss,U,7
0,3,1,11.0,4,2,31.275,S,Miss,U,7
1,2,0,32.0,1,0,26.0,S,Mr,U,2
0,1,0,50.0,1,0,106.425,C,Mr,C,2
0,1,0,64.0,0,0,26.0,S,Mr,U,1
1,2,1,19.0,1,0,26.0,S,Mrs,U,2
1,2,0,30.0,0,0,13.8625,C,Mr,U,1
0,3,0,33.0,1,1,20.525,S,Mr,U,3
1,2,0,8.0,1,1,36.75,S,Master,U,3
1,1,0,17.0,0,2,110.8833,C,Mr,C,3
0,2,0,27.0,0,0,26.0,S,Mr,U,1
0,3,0,25.0,0,0,7.8292,Q,Mr,U,1
1,3,0,22.0,0,0,7.225,C,Mr,U,1
1,3,1,22.0,0,0,7.775,S,Miss,U,1
0,1,0,62.0,0,0,26.55,S,Mr,U,1
1,1,1,48.0,1,0,39.6,C,Rare,A,2
0,1,0,40.0,0,0,227.525,C,Mr,U,1
1,1,1,39.0,1,1,79.65,S,Mrs,E,3
1,3,1,36.0,1,0,17.4,S,Mrs,U,2
0,3,0,25.0,0,0,7.75,Q,Mr,U,1
0,3,0,40.0,0,0,7.8958,S,Mr,U,1
0,2,0,28.0,0,0,13.5,S,Mr,U,1
0,3,0,25.0,0,0,8.05,S,Mr,U,1
0,3,1,21.5,0,0,8.05,S,Miss,U,1
0,3,0,24.0,2,0,24.15,S,Mr,U,3
0,3,0,19.0,0,0,7.8958,S,Mr,U,1
0,3,1,29.0,0,4,21.075,S,Mrs,U,5
0,3,0,25.0,0,0,7.2292,C,Mr,U,1
1,3,0,32.0,0,0,7.8542,S,Mr,U,1
1,2,0,62.0,0,0,10.5,S,Mr,U,1
1,1,1,53.0,2,0,51.4792,S,Mrs,C,3
1,1,0,36.0,0,0,26.3875,S,Mr,E,1
1,3,1,21.5,0,0,7.75,Q,Miss,U,1
0,3,0,16.0,0,0,8.05,S,Mr,U,1
0,3,0,19.0,0,0,14.5,S,Mr,U,1
1,2,1,34.0,0,0,13.0,S,Miss,U,1
1,1,1,39.0,1,0,55.9,S,Mrs,E,2
0,3,1,21.5,1,0,14.4583,C,Mrs,U,2
1,3,0,32.0,0,0,7.925,S,Mr,U,1
1,2,1,25.0,1,1,30.0,S,Miss,U,3
1,1,1,39.0,1,1,110.8833,C,Mrs,C,3
0,2,0,54.0,0,0,26.0,S,Mr,U,1
0,1,0,36.0,0,0,40.125,C,Mr,A,1
0,3,0,25.0,0,0,8.7125,C,Mr,U,1
1,1,1,18.0,0,2,79.65,S,Miss,E,3
0,2,0,47.0,0,0,15.0,S,Mr,U,1
1,1,0,60.0,1,1,79.2,C,Mr,B,3
0,3,0,22.0,0,0,8.05,S,Mr,U,1
0,3,0,25.0,0,0,8.05,S,Mr,U,1
0,3,0,35.0,0,0,7.125,S,Mr,U,1
1,1,1,52.0,1,0,78.2667,C,Mrs,D,2
0,3,0,47.0,0,0,7.25,S,Mr,U,1
0,3,1,21.5,0,2,7.75,Q,Miss,U,3
0,2,0,37.0,1,0,26.0,S,Mr,U,2
0,3,0,36.0,1,1,24.15,S,Mr,U,3
1,2,1,28.0,0,0,33.0,S,Miss,U,1
0,3,0,49.0,0,0,8.05,S,Mr,U,1
0,3,0,25.0,0,0,7.225,C,Mr,U,1
1,1,0,49.0,1,0,56.9292,C,Rare,A,2
1,2,1,24.0,2,1,27.0,S,Mrs,U,4
0,3,0,25.0,0,0,7.8958,S,Mr,U,1
0,1,0,40.0,0,0,42.4,S,Mr,U,1
0,3,0,44.0,0,0,8.05,S,Mr,U,1
1,1,0,35.0,0,0,26.55,C,Mr,U,1
0,3,0,36.0,1,0,15.55,S,Mr,U,2
0,3,0,30.0,0,0,7.8958,S,Mr,U,1
1,1,0,27.0,0,0,30.5,S,Mr,U,1
1,2,1,22.0,1,2,41.5792,C,Mrs,U,4
1,1,1,40.0,0,0,153.4625,S,Miss,C,1
0,3,1,39.0,1,5,31.275,S,Mrs,U,7
0,3,0,25.0,0,0,7.05,S,Mr,U,1
1,3,1,21.5,1,0,15.5,Q,Miss,U,2
0,3,0,25.0,0,0,7.75,Q,Mr,U,1
0,3,0,35.0,0,0,8.05,S,Mr,U,1
1,2,1,24.0,1,2,65.0,S,Miss,U,4
0,3,0,34.0,1,1,14.4,S,Mr,U,3
0,3,1,26.0,1,0,16.1,S,Mrs,U,2
1,2,1,4.0,2,1,39.0,S,Miss,F,4
0,2,0,26.0,0,0,10.5,S,Mr,U,1
0,3,0,27.0,1,0,14.4542,C,Mr,U,2
1,1,0,42.0,1,0,52.5542,S,Mr,D,2
1,3,0,20.0,1,1,15.7417,C,Mr,U,3
0,3,0,21.0,0,0,7.8542,S,Mr,U,1
0,3,0,21.0,0,0,16.1,S,Mr,U,1
0,1,0,61.0,0,0,32.3208,S,Mr,D,1
0,2,0,57.0,0,0,12.35,Q,Rare,U,1
1,1,1,21.0,0,0,77.9583,S,Miss,D,1
0,3,0,26.0,0,0,7.8958,S,Mr,U,1
0,3,0,25.0,0,0,7.7333,Q,Mr,U,1
1,1,0,80.0,0,0,30.0,S,Mr,A,1
0,3,0,51.0,0,0,7.0542,S,Mr,U,1
1,1,0,32.0,0,0,30.5,C,Rare,B,1
0,1,0,40.0,0,0,60.287499999999994,S,Mr,U,1
0,3,1,9.0,3,2,27.9,S,Miss,U,6
1,2,1,28.0,0,0,13.0,S,Miss,U,1
0,3,0,32.0,0,0,7.925,S,Mr,U,1
0,2,0,31.0,1,1,26.25,S,Mr,U,3
0,3,1,41.0,0,5,39.6875,S,Mrs,U,6
0,3,0,25.0,1,0,16.1,S,Mr,U,2
0,3,0,20.0,0,0,7.8542,S,Mr,U,1
1,1,1,24.0,0,0,69.3,C,Miss,B,1
0,3,1,2.0,3,2,27.9,S,Miss,U,6
1,3,0,25.0,0,0,56.4958,S,Mr,U,1
1,3,1,0.75,2,1,19.2583,C,Miss,U,4
1,1,0,48.0,1,0,76.7292,C,Mr,D,2
0,3,0,19.0,0,0,7.8958,S,Mr,U,1
1,1,0,56.0,0,0,35.5,C,Rare,A,1
0,3,0,25.0,0,0,7.55,S,Mr,U,1
1,3,1,23.0,0,0,7.55,S,Miss,U,1
0,3,0,25.0,0,0,7.8958,S,Mr,U,1
1,2,1,18.0,0,1,23.0,S,Miss,U,2
0,3,0,21.0,0,0,8.4333,S,Mr,U,1
1,3,1,21.5,0,0,7.8292,Q,Miss,U,1
0,3,1,18.0,0,0,6.75,Q,Miss,U,1
0,2,0,24.0,2,0,73.5,S,Mr,U,3
0,3,0,25.0,0,0,7.8958,S,Mr,U,1
0,3,1,32.0,1,1,15.5,Q,Mrs,U,3
0,2,0,23.0,0,0,13.0,S,Mr,U,1
0,1,0,58.0,0,2,113.275,C,Mr,D,3
1,1,0,50.0,2,0,133.65,S,Rare,U,3
0,3,0,40.0,0,0,7.225,C,Mr,U,1
0,1,0,47.0,0,0,25.5875,S,Mr,E,1
0,3,0,36.0,0,0,7.4958,S,Mr,U,1
1,3,0,20.0,1,0,7.925,S,Mr,U,2
0,2,0,32.0,2,0,73.5,S,Mr,U,3
0,2,0,25.0,0,0,13.0,S,Mr,U,1
0,3,0,25.0,0,0,7.775,S,Mr,U,1
0,3,0,43.0,0,0,8.05,S,Mr,U,1
1,1,1,35.0,1,0,52.0,S,Mrs,C,2
1,2,1,40.0,1,1,39.0,S,Mrs,U,3
0,1,0,31.0,1,0,52.0,S,Mr,B,2
0,2,0,70.0,0,0,10.5,S,Mr,U,1
1,2,0,31.0,0,0,13.0,S,Mr,U,1
0,2,0,30.0,0,0,14.25,S,Mr,U,1
0,3,0,18.0,0,0,7.775,S,Mr,U,1
0,3,0,24.5,0,0,8.05,S,Mr,U,1
1,3,1,18.0,0,0,9.8417,S,Miss,U,1
0,3,1,43.0,1,6,46.9,S,Mrs,U,8
1,1,0,36.0,0,1,512.3292,C,Mr,B,2
0,3,1,21.5,0,0,8.1375,Q,Miss,U,1
1,1,0,27.0,0,0,76.7292,C,Mr,D,1
0,3,0,20.0,0,0,9.225,S,Mr,U,1
0,3,0,14.0,5,2,46.9,S,Mr,U,8
0,2,0,60.0,1,1,39.0,S,Mr,U,3
0,2,0,25.0,1,2,41.5792,C,Mr,U,4
0,3,0,14.0,4,1,39.6875,S,Mr,U,6
0,3,0,19.0,0,0,10.1708,S,Mr,U,1
0,3,0,18.0,0,0,7.7958,S,Mr,U,1
1,1,1,15.0,0,1,211.3375,S,Miss,B,2
1,1,0,31.0,1,0,57.0,S,Mr,B,2
1,3,1,4.0,0,1,13.4167,C,Miss,U,2
1,3,0,25.0,0,0,56.4958,S,Mr,U,1
0,3,0,25.0,0,0,7.225,C,Mr,U,1
0,1,0,60.0,0,0,26.55,S,Rare,U,1
0,2,0,52.0,0,0,13.5,S,Mr,U,1
0,3,0,44.0,0,0,8.05,S,Mr,U,1
1,3,1,21.5,0,0,7.7333,Q,Miss,U,1
0,1,0,49.0,1,1,110.8833,C,Mr,C,3
0,3,0,42.0,0,0,7.65,S,Mr,F,1
1,1,1,18.0,1,0,227.525,C,Mrs,C,2
1,1,0,35.0,0,0,26.2875,S,Mr,E,1
0,3,1,18.0,0,1,14.4542,C,Miss,U,2
0,3,0,25.0,0,0,7.7417,Q,Mr,U,1
0,3,0,26.0,1,0,7.8542,S,Mr,U,2
0,2,0,39.0,0,0,26.0,S,Mr,U,1
1,2,1,45.0,0,0,13.5,S,Mrs,U,1
1,1,0,42.0,0,0,26.2875,S,Mr,E,1
1,1,1,22.0,0,0,151.55,S,Miss,U,1
1,3,0,25.0,1,1,15.2458,C,Master,U,3
1,1,1,24.0,0,0,49.5042,C,Miss,C,1
0,1,0,40.0,0,0,26.55,S,Mr,C,1
1,1,0,48.0,1,0,52.0,S,Mr,C,2
0,3,0,29.0,0,0,9.4833,S,Mr,U,1
0,2,0,52.0,0,0,13.0,S,Mr,U,1
0,3,0,19.0,0,0,7.65,S,Mr,F,1
1,1,1,38.0,0,0,227.525,C,Miss,C,1
1,2,1,27.0,0,0,10.5,S,Miss,E,1
0,3,0,25.0,0,0,15.5,Q,Mr,U,1
0,3,0,33.0,0,0,7.775,S,Mr,U,1
1,2,1,6.0,0,1,33.0,S,Miss,U,2
0,3,0,17.0,1,0,7.0542,S,Mr,U,2
0,2,0,34.0,0,0,13.0,S,Mr,U,1
0,2,0,50.0,0,0,13.0,S,Mr,U,1
1,1,0,27.0,1,0,53.1,S,Mr,E,2
0,3,0,20.0,0,0,8.6625,S,Mr,U,1
1,2,1,30.0,3,0,21.0,S,Mrs,U,4
1,3,1,21.5,0,0,7.7375,Q,Miss,U,1
0,2,0,25.0,1,0,26.0,S,Mr,U,2
0,3,1,25.0,1,0,7.925,S,Miss,U,2
1,1,1,29.0,0,0,211.3375,S,Miss,B,1
0,3,0,11.0,0,0,18.7875,C,Mr,U,1
0,2,0,30.0,0,0,14.25,S,Mr,U,1
0,2,0,23.0,0,0,13.0,S,Mr,U,1
0,2,0,23.0,0,0,13.0,S,Mr,U,1
0,3,0,28.5,0,0,16.1,S,Mr,U,1
0,3,1,48.0,1,3,34.375,S,Mrs,U,5
1,1,0,35.0,0,0,512.3292,C,Mr,B,1
0,3,0,25.0,0,0,7.8958,S,Mr,U,1
0,3,0,25.0,0,0,7.8958,S,Mr,U,1
1,1,0,40.0,0,0,30.0,S,Mr,D,1
0,1,0,36.0,1,0,78.85,S,Mr,C,2
1,1,1,21.0,2,2,262.375,C,Miss,B,5
0,3,0,24.0,1,0,16.1,S,Mr,U,2
1,3,0,31.0,0,0,7.925,S,Mr,U,1
0,1,0,70.0,1,1,71.0,S,Rare,B,3
0,3,0,16.0,1,1,20.25,S,Mr,U,3
1,2,1,30.0,0,0,13.0,S,Miss,U,1
0,1,0,19.0,1,0,53.1,S,Mr,D,2
0,3,0,31.0,0,0,7.75,Q,Mr,U,1
1,2,1,4.0,1,1,23.0,S,Miss,U,3
1,3,0,6.0,0,1,12.475,S,Master,E,2
0,3,0,33.0,0,0,9.5,S,Mr,U,1
0,3,0,23.0,0,0,7.8958,S,Mr,U,1
1,2,1,48.0,1,2,65.0,S,Mrs,U,4
1,2,0,0.67,1,1,14.5,S,Master,U,3
0,3,0,28.0,0,0,7.7958,S,Mr,U,1
0,2,0,18.0,0,0,11.5,S,Mr,U,1
0,3,0,34.0,0,0,8.05,S,Mr,U,1
1,1,1,33.0,0,0,86.5,S,Rare,B,1
0,3,0,25.0,0,0,14.5,S,Mr,U,1
0,3,0,41.0,0,0,7.125,S,Mr,U,1
1,3,0,20.0,0,0,7.2292,C,Mr,U,1
1,1,1,36.0,1,2,120.0,S,Mrs,B,4
0,3,0,16.0,0,0,7.775,S,Mr,U,1
1,1,1,51.0,1,0,77.9583,S,Mrs,D,2
0,1,0,40.0,0,0,39.6,C,Rare,U,1
0,3,1,30.5,0,0,7.75,Q,Miss,U,1
0,3,0,25.0,1,0,24.15,Q,Mr,U,2
0,3,0,32.0,0,0,8.3625,S,Mr,U,1
0,3,0,24.0,0,0,9.5,S,Mr,U,1
0,3,0,48.0,0,0,7.8542,S,Mr,U,1
0,2,1,57.0,0,0,10.5,S,Mrs,E,1
0,3,0,25.0,0,0,7.225,C,Mr,U,1
1,2,1,54.0,1,3,23.0,S,Mrs,U,5
0,3,0,18.0,0,0,7.75,S,Mr,U,1
0,3,0,25.0,0,0,7.75,Q,Mr,F,1
1,3,1,5.0,0,0,12.475,S,Miss,U,1
0,3,0,25.0,0,0,7.7375,Q,Mr,U,1
1,1,1,43.0,0,1,211.3375,S,Mrs,B,2
1,3,1,13.0,0,0,7.2292,C,Miss,U,1
1,1,1,17.0,1,0,57.0,S,Mrs,B,2
0,1,0,29.0,0,0,30.0,S,Mr,D,1
0,3,0,25.0,1,2,23.45,S,Mr,U,4
0,3,0,25.0,0,0,7.05,S,Mr,U,1
0,3,0,25.0,0,0,7.25,S,Mr,U,1
1,3,1,18.0,0,0,7.4958,S,Miss,U,1
0,3,0,8.0,4,1,29.125,Q,Master,U,6
1,3,0,1.0,1,2,20.575,S,Master,U,4
0,1,0,46.0,0,0,79.2,C,Mr,B,1
0,3,0,25.0,0,0,7.75,Q,Mr,U,1
0,2,0,16.0,0,0,26.0,S,Mr,U,1
0,3,1,21.5,8,2,69.55,S,Miss,U,11
0,1,0,40.0,0,0,30.6958,C,Mr,U,1
0,3,0,25.0,0,0,7.8958,S,Mr,U,1
0,2,0,39.0,0,0,13.0,S,Mr,U,1
1,1,1,49.0,0,0,25.9292,S,Rare,D,1
1,3,1,31.0,0,0,8.6833,S,Mrs,U,1
0,3,0,30.0,0,0,7.2292,C,Mr,U,1
0,3,1,30.0,1,1,24.15,S,Mrs,U,3
0,2,0,34.0,0,0,13.0,S,Mr,U,1
1,2,1,31.0,1,1,26.25,S,Mrs,U,3
1,1,0,11.0,1,2,120.0,S,Master,B,4
1,3,0,0.42,0,1,8.5167,C,Master,U,2
1,3,0,27.0,0,0,6.975,S,Mr,U,1
0,3,0,31.0,0,0,7.775,S,Mr,U,1
0,1,0,39.0,0,0,60.287499999999994,S,Mr,A,1
0,3,1,18.0,0,0,7.775,S,Miss,U,1
0,2,0,39.0,0,0,13.0,S,Mr,U,1
1,1,1,33.0,1,0,53.1,S,Mrs,E,2
0,3,0,26.0,0,0,7.8875,S,Mr,U,1
0,3,0,39.0,0,0,24.15,S,Mr,U,1
0,2,0,35.0,0,0,10.5,S,Mr,U,1
0,3,1,6.0,4,2,31.275,S,Miss,U,7
0,3,0,30.5,0,0,8.05,S,Mr,U,1
0,1,0,40.0,0,0,60.287499999999994,S,Mr,B,1
0,3,1,23.0,0,0,7.925,S,Miss,U,1
0,2,0,31.0,1,1,37.0042,C,Mr,U,3
0,3,0,43.0,0,0,6.45,S,Mr,U,1
0,3,0,10.0,3,2,27.9,S,Master,U,6
1,1,1,52.0,1,1,93.5,S,Mrs,B,3
1,3,0,27.0,0,0,8.6625,S,Mr,U,1
0,1,0,38.0,0,0,60.287499999999994,S,Rare,U,1
1,3,1,27.0,0,1,12.475,S,Mrs,E,2
0,3,0,2.0,4,1,39.6875,S,Master,U,6
0,3,0,25.0,0,0,6.95,Q,Mr,U,1
0,3,0,25.0,0,0,56.4958,S,Mr,U,1
1,2,0,1.0,0,2,37.0042,C,Master,U,3
1,3,0,25.0,0,0,7.75,Q,Mr,U,1
1,1,1,62.0,0,0,80.0,S,Mrs,B,1
1,3,1,15.0,1,0,14.4542,C,Mrs,U,2
1,2,0,0.83,1,1,18.75,S,Master,U,3
0,3,0,25.0,0,0,7.2292,C,Mr,U,1
0,3,0,23.0,0,0,7.8542,S,Mr,U,1
0,3,0,18.0,0,0,8.3,S,Mr,U,1
1,1,1,39.0,1,1,83.1583,C,Miss,E,3
0,3,0,21.0,0,0,8.6625,S,Mr,U,1
0,3,0,25.0,0,0,8.05,S,Mr,U,1
1,3,0,32.0,0,0,56.4958,S,Mr,U,1
1,1,0,40.0,0,0,29.7,C,Mr,C,1
0,3,0,20.0,0,0,7.925,S,Mr,U,1
0,2,0,16.0,0,0,10.5,S,Mr,U,1
1,1,1,30.0,0,0,31.0,C,Miss,U,1
0,3,0,34.5,0,0,6.4375,C,Mr,U,1
0,3,0,17.0,0,0,8.6625,S,Mr,U,1
0,3,0,42.0,0,0,7.55,S,Mr,U,1
0,3,0,25.0,8,2,69.55,S,Mr,U,11
0,3,0,35.0,0,0,7.8958,C,Mr,U,1
0,2,0,28.0,0,1,33.0,S,Rare,U,2
1,1,1,35.0,1,0,89.1042,C,Mrs,C,2
0,3,0,4.0,4,2,31.275,S,Master,U,7
0,3,0,74.0,0,0,7.775,S,Mr,U,1
0,3,1,9.0,1,1,15.2458,C,Miss,U,3
1,1,1,16.0,0,1,39.4,S,Miss,D,2
0,2,1,44.0,1,0,26.0,S,Mrs,U,2
1,3,1,18.0,0,1,9.35,S,Mrs,U,2
1,1,1,45.0,1,1,164.8667,S,Mrs,U,3
1,1,0,51.0,0,0,26.55,S,Mr,E,1
1,3,1,24.0,0,3,19.2583,C,Mrs,U,4
0,3,0,25.0,0,0,7.2292,C,Mr,U,1
0,3,0,41.0,2,0,14.1083,S,Mr,U,3
0,2,0,21.0,1,0,11.5,S,Mr,U,2
1,1,1,48.0,0,0,25.9292,S,Mrs,D,1
0,3,1,21.5,8,2,69.55,S,Miss,U,11
0,2,0,24.0,0,0,13.0,S,Mr,U,1
1,2,1,42.0,0,0,13.0,S,Mrs,U,1
1,2,1,27.0,1,0,13.8583,C,Miss,U,2
0,1,0,31.0,0,0,50.4958,S,Mr,A,1
0,3,0,25.0,0,0,9.5,S,Mr,U,1
1,3,0,4.0,1,1,11.1333,S,Master,U,3
0,3,0,26.0,0,0,7.8958,S,Mr,U,1
1,1,1,47.0,1,1,52.5542,S,Mrs,D,3
0,1,0,33.0,0,0,5.0,S,Mr,B,1
0,3,0,47.0,0,0,9.0,S,Mr,U,1
1,2,1,28.0,1,0,24.0,C,Mrs,U,2
1,3,1,15.0,0,0,7.225,C,Miss,U,1
0,3,0,20.0,0,0,9.8458,S,Mr,U,1
0,3,0,19.0,0,0,7.8958,S,Mr,U,1
0,3,0,25.0,0,0,7.8958,S,Mr,U,1
1,1,1,56.0,0,1,83.1583,C,Mrs,C,2
1,2,1,25.0,0,1,26.0,S,Mrs,U,2
0,3,0,33.0,0,0,7.8958,S,Mr,U,1
0,3,1,22.0,0,0,10.5167,S,Miss,U,1
0,2,0,28.0,0,0,10.5,S,Mr,U,1
0,3,0,25.0,0,0,7.05,S,Mr,U,1
0,3,1,39.0,0,5,29.125,Q,Mrs,U,6
0,2,0,27.0,0,0,13.0,S,Rare,U,1
1,1,1,19.0,0,0,30.0,S,Miss,B,1
0,3,1,21.5,1,2,23.45,S,Miss,U,4
1,1,0,26.0,0,0,30.0,C,Mr,C,1
0,3,0,32.0,0,0,7.75,Q,Mr,U,1
